scientific_name,mass_g
Pycnonotus xanthorrhous,26.9
Pycnonotus zeylanicus,86.3
Pycnoptilus floccosus,28.9
Pycnopygius cinereus,44.8
Pycnopygius ixoides,27.6
Pycnopygius stictocephalus,38.5
Pygarrhichas albogularis,24.0
Pygiptila stellaris,24.1
Pygochelidon cyanoleuca,9.7
Pygochelidon melanoleuca,10.8
Pygoscelis adeliae,4847.7
Pygoscelis antarcticus,4146.1
Pygoscelis papua,5933.0
Pyrenestes minor,14.0
Pyrenestes ostrinus,22.4
Pyrenestes sanguineus,19.2
Pyriglena atra,32.0
Pyriglena leuconota,32.3
Pyriglena leucoptera,28.8
Pyriglena maura,32.3
Pyriglena similis,32.3
Pyrilia aurantiocephala,151.5
Pyrilia barrabandi,140.0
Pyrilia caica,132.0
Pyrilia haematotis,149.0
Pyrilia pulchra,150.0
Pyrilia pyrilia,149.0
Pyrilia vulturina,151.5
Pyrocephalus nanus,14.4
Pyrocephalus rubinus,14.4
Pyroderus scutatus,357.0
Pyrope pyrope,35.3
Pyrrhocorax graculus,211.0
Pyrrhocorax pyrrhocorax,276.7
Pyrrholaemus brunneus,12.5
Pyrrholaemus sagittatus,13.3
Pyrrhomyias cinnamomeus,9.9
Pyrrhoplectes epauletta,19.0
Pyrrhula aurantiaca,19.3
Pyrrhula erythaca,19.0
Pyrrhula erythrocephala,22.3
Pyrrhula leucogenis,19.0
Pyrrhula murina,30.0
Pyrrhula nipalensis,24.6
Pyrrhula owstoni,19.0
Pyrrhula pyrrhula,24.3
Pyrrhura albipectus,103.8
Pyrrhura amazonum,58.9
Pyrrhura calliptera,75.0
Pyrrhura cruentata,75.9
Pyrrhura devillei,72.0
Pyrrhura egregia,66.3
Pyrrhura frontalis,72.0
Pyrrhura griseipectus,75.9
Pyrrhura hoematotis,68.7
Pyrrhura hoffmanni,82.2
Pyrrhura lepida,75.0
Pyrrhura leucotis,75.9
Pyrrhura lucianii,67.7
Pyrrhura melanura,70.5
Pyrrhura molinae,77.1
Pyrrhura orcesi,70.8
Pyrrhura perlata,75.0
Pyrrhura pfrimeri,75.9
Pyrrhura picta,62.1
Pyrrhura rhodocephala,68.7
Pyrrhura roseifrons,70.6
Pyrrhura rupicola,75.0
Pyrrhura viridicata,87.5
Pyrroglaux podargina,178.4
Pytilia afra,16.6
Pytilia hypogrammica,14.8
Pytilia lineata,14.3
Pytilia melba,15.4
Pytilia phoenicoptera,14.5
Quelea cardinalis,12.7
Quelea erythrops,19.3
Quelea quelea,18.6
Querula purpurata,107.4
Quiscalus lugubris,63.0
Quiscalus major,151.2
Quiscalus mexicanus,160.5
Quiscalus nicaraguensis,63.4
Quiscalus niger,72.2
Quiscalus quiscula,105.2
Radjah radjah,885.2
Rallina canningi,178.0
Rallina eurizonoides,109.0
Rallina fasciata,100.0
Rallina forbesi,85.1
Rallina leucospila,120.0
Rallina mayri,122.9
Rallina rubra,81.0
Rallina tricolor,178.0
Rallus antarcticus,60.4
Rallus aquaticus,110.7
Rallus caerulescens,162.1
Rallus crepitans,306.0
Rallus elegans,313.3
Rallus indicus,104.5
Rallus limicola,84.1
Rallus longirostris,259.4
Rallus madagascariensis,114.0
Rallus obsoletus,342.0
Rallus semiplumbeus,84.1
Rallus tenuirostris,306.0
Rallus wetmorei,259.4
Ramphastos ambiguus,651.7
Ramphastos brevis,412.0
Ramphastos dicolorus,331.0
Ramphastos sulfuratus,409.7
Ramphastos toco,618.0
Ramphastos tucanus,659.6
Ramphastos vitellinus,360.4
Ramphocaenus melanurus,9.7
Ramphocaenus sticturus,9.7
Ramphocelus bresilius,32.9
Ramphocelus carbo,25.9
Ramphocelus dimidiatus,28.0
Ramphocelus flammigerus,33.0
Ramphocelus melanogaster,25.0
Ramphocelus nigrogularis,31.0
Ramphocelus passerinii,32.0
Ramphocelus sanguinolentus,41.0
Ramphocinclus brachyurus,50.0
Ramphocoris clotbey,49.1
Ramphodon naevius,7.9
Ramphomicron dorsale,3.5
Ramphomicron microrhynchum,3.6
Ramphotrigon flammulatum,17.2
Ramphotrigon fuscicauda,18.6
Ramphotrigon megacephalum,14.2
Ramphotrigon ruficauda,18.4
Ramsayornis fasciatus,12.7
Ramsayornis modestus,12.1
Randia pseudozosterops,11.0
Rauenia bonariensis,36.0
Recurvirostra americana,304.5
Recurvirostra andina,361.0
Recurvirostra avosetta,304.0
Recurvirostra novaehollandiae,325.0
Regulus goodfellowi,4.1
Regulus ignicapilla,5.6
Regulus madeirensis,5.6
Regulus regulus,5.5
Regulus satrapa,6.2
Reinwardtipicus validus,149.0
Reinwardtoena browni,304.0
Reinwardtoena crassirostris,259.0
Reinwardtoena reinwardti,275.0
Remiz consobrinus,9.1
Remiz coronatus,6.9
Remiz macronyx,9.3
Remiz pendulinus,9.3
Rhabdornis grandis,45.5
Rhabdornis inornatus,39.1
Rhabdornis mystacalis,25.6
Rhabdornis rabori,39.1
Rhabdotorrhinus corrugatus,1590.0
Rhabdotorrhinus exarhatus,370.0
Rhabdotorrhinus leucocephalus,1086.0
Rhabdotorrhinus waldeni,1086.0
Rhagologus leucostigma,26.8
Rhamphococcyx calyorhynchus,117.0
Rhaphidura leucopygialis,13.6
Rhaphidura sabini,16.0
Rhea americana,23000.0
Rhea pennata,23900.0
Rhegmatorhina berlepschi,31.3
Rhegmatorhina cristata,31.2
Rhegmatorhina gymnops,28.5
Rhegmatorhina hoffmannsi,31.4
Rhegmatorhina melanosticta,31.0
Rheinardia nigrescens,1500.0
Rheinardia ocellata,1500.0
Rhinocrypta lanceolata,61.9
Rhinopomastus aterrimus,27.1
Rhinopomastus cyanomelas,27.1
Rhinopomastus minor,21.7
Rhinoptilus bitorquatus,150.0
Rhinoptilus chalcopterus,150.0
Rhinoptilus cinctus,105.0
Rhinortha chlorophaea,51.2
Rhipidura albicollis,12.9
Rhipidura albiscapa,8.6
Rhipidura albiventris,13.2
Rhipidura albogularis,12.9
Rhipidura albolimbata,10.9
Rhipidura atra,12.2
Rhipidura aureola,11.2
Rhipidura brachyrhyncha,10.1
Rhipidura cockerelli,17.5
Rhipidura cyaniceps,13.6
Rhipidura dahli,9.9
Rhipidura dedemi,11.0
Rhipidura diluta,15.0
Rhipidura drownei,11.1
Rhipidura dryas,9.2
Rhipidura euryura,15.0
Rhipidura fuliginosa,7.5
Rhipidura fuscorufa,15.0
Rhipidura habibiei,10.0
Rhipidura hyperythra,11.2
Rhipidura javanica,12.5
Rhipidura kubaryi,15.0
Rhipidura lepida,15.0
Rhipidura leucophrys,27.4
Rhipidura leucothorax,17.6
Rhipidura maculipectus,18.0
Rhipidura malaitae,12.0
Rhipidura matthiae,15.0
Rhipidura nebulosa,5.8
Rhipidura nigritorquis,17.0
Rhipidura nigrocinnamomea,13.0
Rhipidura opistherythra,15.0
Rhipidura perlata,13.4
Rhipidura personata,35.7
Rhipidura phasiana,6.9
Rhipidura phoenicura,15.0
Rhipidura rennelliana,14.5
Rhipidura rufidorsa,9.8
Rhipidura rufifrons,10.1
Rhipidura rufiventris,12.0
Rhipidura samarensis,13.1
Rhipidura sauli,13.6
Rhipidura semirubra,8.0
Rhipidura sulaensis,10.7
Rhipidura superciliaris,13.1
Rhipidura superflua,15.0
Rhipidura tenebrosa,17.3
Rhipidura teysmanni,10.7
Rhipidura threnothorax,17.6
Rhipidura verreauxi,12.9
Rhizothera dulitensis,746.7
Rhizothera longirostris,746.7
Rhodinocichla rosea,48.0
Rhodopechys sanguineus,38.1
Rhodophoneus cruentus,53.3
Rhodopis vesper,3.8
Rhodospingus cruentus,11.6
Rhodospiza obsoleta,25.5
Rhodostethia rosea,187.0
Rhodothraupis celaeno,60.0
Rhopias gularis,11.3
Rhopophilus albosuperciliaris,18.0
Rhopophilus pekinensis,18.0
Rhopornis ardesiacus,26.3
Rhopospina alaudina,23.9
Rhopospina caerulescens,13.0
Rhopospina carbonaria,17.9
Rhopospina fruticeti,38.8
Rhynchocyclus brevirostris,24.3
Rhynchocyclus fulvipectus,23.1
Rhynchocyclus olivaceus,21.3
Rhynchocyclus pacificus,25.0
Rhynchophanes mccownii,25.7
Rhynchopsitta pachyrhyncha,324.8
Rhynchopsitta terrisi,442.0
Rhynchortyx cinctus,150.0
Rhynchospiza dabbenei,22.2
Rhynchospiza stolzmanni,25.6
Rhynchospiza strigiceps,22.2
Rhynchostruthus louisae,28.3
Rhynchostruthus percivali,28.3
Rhynchostruthus socotranus,28.3
Rhynchotus maculicollis,843.5
Rhynchotus rufescens,843.5
Rhynochetos jubatus,860.0
Rhyticeros cassidix,2360.0
Rhyticeros everetti,697.2
Rhyticeros narcondami,697.2
Rhyticeros plicatus,1703.8
Rhyticeros subruficollis,2042.0
Rhyticeros undulatus,2214.6
Rhytipterna holerythra,36.8
Rhytipterna immunda,27.4
Rhytipterna simplex,31.8
Riccordia bicolor,4.5
Riccordia maugaeus,3.1
Riccordia ricordii,3.2
Riccordia swainsonii,4.3
Ridgwayia pinicola,88.0
Rigidipenna inexpectata,175.4
Riparia chinensis,9.8
Riparia congica,16.5
Riparia diluta,15.2
Riparia paludicola,13.5
Riparia riparia,12.7
Rissa brevirostris,377.0
Rissa tridactyla,416.0
Robsonius rabori,61.0
Robsonius sorsogonensis,61.0
Robsonius thompsoni,61.0
Rollandia microptera,706.0
Rollandia rolland,324.3
Rollulus rouloul,216.5
Roraimia adusta,16.2
Rostratula australis,121.0
Rostratula benghalensis,121.0
Rostrhamus sociabilis,366.9
Rougetius rougetii,193.4
Rowettia goughensis,53.0
Rubigula cyaniventris,22.0
Rubigula dispar,29.3
Rubigula erythropthalmos,19.2
Rubigula flaviventris,29.3
Rubigula gularis,29.3
Rubigula melanicterus,29.3
Rubigula montis,29.3
Rubigula squamata,22.0
Rukia longirostra,17.9
Rukia ruki,21.0
Rupicola peruvianus,242.5
Rupicola rupicola,194.6
Rupornis magnirostris,269.0
Ruwenzorornis johnstoni,240.0
Rynchops albicollis,164.0
Rynchops flavirostris,164.0
Rynchops niger,297.7
Sagittarius serpentarius,4017.0
Sakesphorus canadensis,24.4
Sakesphorus cristatus,17.7
Sakesphorus luctuosus,31.4
Salpinctes obsoletus,16.4
Salpornis salvadori,14.8
Salpornis spilonota,14.8
Saltator albicollis,41.3
Saltator atriceps,83.8
Saltator atripennis,55.0
Saltator aurantiirostris,41.9
Saltator cinctus,48.6
Saltator coerulescens,54.9
Saltator fuliginosus,44.0
Saltator grandis,54.9
Saltator grossus,44.2
Saltator maxillosus,50.8
Saltator maximus,47.6
Saltator nigriceps,71.0
Saltator olivascens,54.9
Saltator orenocensis,33.7
Saltator similis,43.3
Saltator striatipectus,39.0
Saltatricula atricollis,53.8
Saltatricula multicolor,22.2
Salvadorina waigiuensis,324.0
Sapayoa aenigma,20.8
Sappho sparganurus,5.3
Sarcogyps calvus,4469.9
Sarcophanops samarensis,27.1
Sarcophanops steerii,38.7
Sarcops calvus,142.0
Sarcoramphus papa,3400.0
Sarkidiornis melanotos,2610.0
Sarkidiornis sylvicola,2610.0
Saroglossa spilopterus,47.5
Sarothrura affinis,27.8
Sarothrura ayresi,31.8
Sarothrura boehmi,35.0
Sarothrura elegans,46.0
Sarothrura insularis,26.8
Sarothrura lugens,30.8
Sarothrura pulchra,45.2
Sarothrura rufa,37.7
Sarothrura watersi,26.5
Sasia abnormis,9.2
Sasia ochracea,9.7
Satrapa icterophrys,21.5
Saucerottia beryllina,4.5
Saucerottia castaneiventris,5.0
Saucerottia cyanifrons,5.0
Saucerottia cyanocephala,5.1
Saucerottia cyanura,3.9
Saucerottia edward,4.7
Saucerottia hoffmanni,4.5
Saucerottia saucerottei,4.5
Saucerottia tobaci,4.7
Saucerottia viridigaster,3.7
Saudareos flavoviridis,90.5
Saudareos iris,55.2
Saudareos johnstoniae,55.2
Saudareos meyeri,90.5
Saudareos ornatus,120.0
Saundersilarus saundersi,198.0
Saxicola caprata,15.2
Saxicola dacotiae,12.2
Saxicola ferreus,14.7
Saxicola gutturalis,15.3
Saxicola insignis,15.3
Saxicola jerdoni,15.3
Saxicola leucurus,14.1
Saxicola macrorhynchus,15.3
Saxicola maurus,12.6
Saxicola rubetra,16.6
Saxicola rubicola,15.3
Saxicola stejnegeri,15.4
Saxicola tectes,12.6
Saxicola torquatus,14.1
Sayornis nigricans,18.6
Sayornis phoebe,19.7
Sayornis saya,20.9
Scelorchilus albicollis,47.3
Scelorchilus rubecula,56.7
Scenopoeetes dentirostris,163.4
Scepomycter winifredae,14.8
Schetba rufa,37.3
Schiffornis aenea,31.7
Schiffornis major,31.0
Schiffornis olivacea,29.5
Schiffornis stenorhyncha,31.7
Schiffornis turdina,31.7
Schiffornis veraepacis,31.1
Schiffornis virescens,25.6
Schistes albogularis,3.6
Schistes geoffroyi,3.6
Schistochlamys melanopis,33.0
Schistochlamys ruficapillus,31.2
Schistolais leontica,12.4
Schistolais leucopogon,11.7
Schoenicola platyurus,20.0
Schoenicola striatus,31.5
Schoeniophylax phryganophilus,18.6
Schoeniparus brunneus,17.4
Schoeniparus castaneceps,12.5
Schoeniparus cinereus,11.0
Schoeniparus dubius,18.0
Schoeniparus klossi,12.5
Schoeniparus rufogularis,13.2
Schoeniparus variegaticeps,13.2
Schoutedenapus myoptilus,23.5
Sciaphylax castanea,16.0
Sciaphylax hemimelaena,16.0
Scissirostrum dubium,50.0
Sclateria naevia,24.6
Scleroptila afra,389.7
Scleroptila finschi,569.2
Scleroptila gutturalis,376.7
Scleroptila levaillantii,430.9
Scleroptila psilolaema,478.3
Scleroptila shelleyi,488.0
Scleroptila streptophora,385.0
Sclerurus albigularis,34.8
Sclerurus caudacutus,36.2
Sclerurus guatemalensis,34.7
Sclerurus mexicanus,25.1
Sclerurus obscurior,25.1
Sclerurus rufigularis,21.6
Sclerurus scansor,36.9
Scolopax bukidnonensis,238.0
Scolopax celebensis,205.0
Scolopax minor,196.3
Scolopax mira,447.0
Scolopax rochussenii,308.3
Scolopax rosenbergii,205.0
Scolopax rusticola,308.3
Scolopax saturata,205.0
Scopus umbretta,472.0
Scotocerca inquieta,8.2
Scotopelia bouvieri,637.0
Scotopelia peli,1942.8
Scotopelia ussheri,787.2
Scytalopus acutirostris,18.1
Scytalopus affinis,13.1
Scytalopus altirostris,19.5
Scytalopus alvarezlopezi,24.7
Scytalopus androstictus,18.2
Scytalopus argentifrons,17.0
Scytalopus atratus,25.7
Scytalopus bolivianus,20.8
Scytalopus canus,18.2
Scytalopus caracae,24.0
Scytalopus chocoensis,20.0
Scytalopus diamantinensis,16.4
Scytalopus femoralis,23.2
Scytalopus frankeae,17.2
Scytalopus fuscus,13.7
Scytalopus gettyae,20.4
Scytalopus gonzagai,13.0
Scytalopus griseicollis,18.1
Scytalopus intermedius,17.6
Scytalopus iraiensis,12.4
Scytalopus krabbei,17.5
Scytalopus latebricola,18.1
Scytalopus latrans,17.6
Scytalopus macropus,37.1
Scytalopus magellanicus,13.7
Scytalopus meridanus,20.0
Scytalopus micropterus,29.7
Scytalopus novacapitalis,18.9
Scytalopus opacus,16.2
Scytalopus pachecoi,15.0
Scytalopus panamensis,23.0
Scytalopus parkeri,21.3
Scytalopus parvirostris,17.8
Scytalopus perijanus,18.5
Scytalopus petrophilus,13.5
Scytalopus robbinsi,19.3
Scytalopus rodriguezi,21.6
Scytalopus sanctaemartae,23.2
Scytalopus schulenbergi,16.1
Scytalopus simonsi,16.6
Scytalopus speluncae,13.0
Scytalopus spillmanni,23.5
Scytalopus stilesi,22.1
Scytalopus superciliaris,17.8
Scytalopus unicolor,17.6
Scytalopus urubambae,13.0
Scytalopus vicinior,23.0
Scytalopus whitneyi,15.0
Scytalopus zimmeri,15.9
Scythrops novaehollandiae,684.0
Seiurus aurocapilla,18.8
Selasphorus ardens,3.1
Selasphorus calliope,2.6
Selasphorus ellioti,2.9
Selasphorus flammula,2.7
Selasphorus heloisa,2.2
Selasphorus platycercus,3.5
Selasphorus rufus,3.5
Selasphorus sasin,3.4
Selasphorus scintilla,2.2
Selenidera gouldii,180.9
Selenidera maculirostris,164.0
Selenidera nattereri,158.4
Selenidera piperivora,147.0
Selenidera reinwardtii,161.8
Selenidera spectabilis,219.0
Seleucidis melanoleucus,174.4
Semioptera wallacii,148.3
Semnornis frantzii,57.3
Semnornis ramphastinus,97.7
Sephanoides fernandensis,8.7
Sephanoides sephaniodes,5.2
Sericornis arfakianus,8.7
Sericornis beccarii,11.9
Sericornis citreogularis,17.6
Sericornis frontalis,13.2
Sericornis humilis,18.3
Sericornis keri,11.4
Sericornis magnirostra,9.8
Sericornis nouhuysi,17.1
Sericornis papuensis,11.2
Sericornis perspicillatus,9.0
Sericornis rufescens,8.5
Sericornis spilodera,11.7
Sericornis virgatus,17.1
Sericossypha albocristata,114.0
Sericulus ardens,130.0
Sericulus aureus,172.0
Sericulus bakeri,176.5
Sericulus chrysocephalus,99.5
Serilophus lunatus,34.0
Serinus alario,12.2
Serinus canaria,24.3
Serinus canicollis,15.2
Serinus flavivertex,14.0
Serinus nigriceps,15.4
Serinus pusillus,11.5
Serinus serinus,11.2
Serinus syriacus,11.7
Serpophaga cinerea,8.3
Serpophaga griseicapilla,6.6
Serpophaga hypoleuca,6.1
Serpophaga munda,6.6
Serpophaga nigricans,8.5
Serpophaga subcristata,6.6
Setopagis heterura,37.0
Setopagis maculosa,47.0
Setopagis parvula,37.0
Setopagis whitelyi,47.0
Setophaga adelaidae,6.9
Setophaga americana,7.8
Setophaga angelae,7.7
Setophaga caerulescens,10.1
Setophaga castanea,11.8
Setophaga cerulea,9.0
Setophaga chrysoparia,9.9
Setophaga citrina,10.5
Setophaga coronata,11.9
Setophaga delicata,7.4
Setophaga discolor,7.6
Setophaga dominica,9.7
Setophaga flavescens,9.0
Setophaga fusca,9.7
Setophaga graciae,8.1
Setophaga kirtlandii,13.9
Setophaga magnolia,8.1
Setophaga nigrescens,8.7
Setophaga occidentalis,10.4
Setophaga palmarum,10.3
Setophaga pensylvanica,9.3
Setophaga petechia,10.2
Setophaga pharetra,9.9
Setophaga pinus,11.8
Setophaga pitiayumi,6.8
Setophaga pityophila,8.0
Setophaga plumbea,10.1
Setophaga ruticilla,8.2
Setophaga striata,11.8
Setophaga subita,7.6
Setophaga tigrina,10.0
Setophaga townsendi,8.8
Setophaga virens,8.7
Setophaga vitellina,6.7
Setornis criniger,29.5
Sheppardia aequatorialis,16.8
Sheppardia aurantiithorax,18.4
Sheppardia bocagei,18.3
Sheppardia cyornithopsis,18.4
Sheppardia gabela,11.0
Sheppardia gunningi,17.3
Sheppardia lowei,18.4
Sheppardia montana,21.8
Sheppardia sharpei,14.7
Sholicola albiventris,38.5
Sholicola major,38.5
Sialia currucoides,29.6
Sialia mexicana,26.4
Sialia sialis,27.5
Sibirionetta formosa,434.0
Sicalis auriventris,55.0
Sicalis citrina,11.6
Sicalis columbiana,13.4
Sicalis flaveola,16.9
Sicalis lebruni,25.3
Sicalis lutea,16.3
Sicalis luteocephala,16.3
Sicalis luteola,15.9
Sicalis mendozae,18.1
Sicalis olivascens,21.8
Sicalis raimondii,15.8
Sicalis taczanowskii,8.0
Sicalis uropygialis,22.5
Sinosuthora alphonsiana,10.5
Sinosuthora brunnea,9.2
Sinosuthora conspicillata,8.5
Sinosuthora przewalskii,8.5
Sinosuthora webbiana,10.9
Sinosuthora zappeyi,9.5
Siphonorhis brewsteri,37.0
Sipia berlepschi,25.6
Sipia laemosticta,25.0
Sipia nigricauda,24.0
Sipia palliata,25.0
Sipodotus wallacii,7.7
Siptornis striaticollis,13.0
Sirystes albocinereus,38.0
Sirystes albogriseus,34.0
Sirystes sibilator,32.3
Sirystes subcanescens,34.0
Sitta azurea,16.3
Sitta canadensis,9.8
Sitta carolinensis,21.0
Sitta cashmirensis,19.0
Sitta castanea,19.6
Sitta cinnamoventris,19.6
Sitta europaea,20.4
Sitta formosa,21.0
Sitta frontalis,16.5
Sitta himalayensis,14.3
Sitta insularis,10.2
Sitta krueperi,12.4
Sitta ledanti,17.2
Sitta leucopsis,14.8
Sitta magna,41.1
Sitta nagaensis,14.7
Sitta neglecta,19.6
Sitta neumayer,26.5
Sitta oenochlamys,16.4
Sitta przewalskii,14.8
Sitta pusilla,10.2
Sitta pygmaea,10.6
Sitta solangiae,15.0
Sitta tephronota,35.2
Sitta victoriae,14.3
Sitta villosa,9.4
Sitta whiteheadi,11.8
Sitta yunnanensis,9.9
Sittasomus griseicapillus,13.1
Sittiparus castaneoventris,17.0
Sittiparus olivaceus,17.0
Sittiparus owstoni,17.0
Sittiparus semilarvatus,18.0
Sittiparus varius,17.0
Smicrornis brevirostris,5.3
Smithornis capensis,23.2
Smithornis rufolateralis,19.0
Smithornis sharpei,37.5
Smutsornis africanus,87.5
Snowornis cryptolophus,73.6
Snowornis subalaris,81.2
Somateria fischeri,1557.2
Somateria mollissima,2060.9
Somateria spectabilis,1616.7
Spartonoica maluroides,11.0
Spatula clypeata,612.6
Spatula cyanoptera,377.5
Spatula discors,359.4
Spatula hottentota,276.4
Spatula platalea,465.4
Spatula puna,595.2
Spatula querquedula,325.6
Spatula rhynchotis,639.0
Spatula smithii,591.5
Spatula versicolor,595.2
Speculanas specularis,1496.1
Speculipastor bicolor,64.2
Spelaeornis badeigularis,6.0
Spelaeornis caudatus,11.0
Spelaeornis chocolatinus,11.8
Spelaeornis kinneari,11.8
Spelaeornis longicaudatus,12.0
Spelaeornis oatesi,11.8
Spelaeornis reptatus,11.8
Spelaeornis troglodytoides,7.0
Spermestes bicolor,9.9
Spermestes cucullata,9.0
Spermestes fringilloides,16.8
Spermestes griseicapilla,15.0
Spermophaga haematina,23.0
Spermophaga poliogenys,19.8
Spermophaga ruficapilla,23.6
Sphecotheres hypoleucus,77.5
Sphecotheres vieilloti,121.5
Sphecotheres viridis,121.0
Spheniscus demersus,3130.1
Spheniscus humboldti,4366.4
Spheniscus magellanicus,4105.1
Spheniscus mendiculus,1921.9
Sphenoeacus afer,30.4
Sphenopsis frontalis,17.0
Sphenopsis melanotis,16.0
Sphyrapicus nuchalis,48.5
Sphyrapicus ruber,54.8
Sphyrapicus thyroideus,47.6
Sphyrapicus varius,50.3
Spiloptila clamans,7.0
Spilornis cheela,597.7
Spilornis elgini,895.0
Spilornis holospilus,705.0
Spilornis kinabaluensis,597.7
Spilornis klossi,450.0
Spilornis rufipectus,705.0
Spindalis dominicensis,29.4
Spindalis nigricephala,45.1
Spindalis portoricensis,32.1
Spindalis zena,25.4
Spinus atratus,16.0
Spinus atriceps,13.5
Spinus barbatus,15.5
Spinus crassirostris,19.0
Spinus cucullatus,9.8
Spinus dominicensis,12.6
Spinus lawrencei,10.9
Spinus magellanicus,13.6
Spinus notatus,10.9
Spinus olivaceus,13.6
Spinus pinus,12.7
Spinus psaltria,8.8
Spinus siemiradzkii,13.6
Spinus spinescens,11.3
Spinus spinus,13.2
Spinus thibetanus,10.5
Spinus tristis,12.8
Spinus uropygialis,14.0
Spinus xanthogastrus,12.7
Spinus yarrellii,10.5
Spiza americana,26.2
Spizaetus isidori,1197.4
Spizaetus melanoleucus,850.0
Spizaetus ornatus,1197.4
Spizaetus tyrannus,1007.1
Spizella atrogularis,11.3
Spizella breweri,10.9
Spizella pallida,11.2
Spizella passerina,12.2
Spizella pusilla,12.5
Spizella wortheni,12.4
Spizelloides arborea,17.8
Spiziapteryx circumcincta,166.2
Spizixos canifrons,44.0
Spizixos semitorques,39.0
Spizocorys conirostris,14.3
Spizocorys fremantlii,23.4
Spizocorys fringillaris,19.2
Spizocorys obbiensis,13.5
Spizocorys personata,19.7
Spizocorys sclateri,19.0
Spizocorys starki,18.5
Spodiopsar cineraceus,83.0
Spodiopsar sericeus,65.0
Spodiornis rusticus,15.6
Sporathraupis cyanocephala,36.0
Sporophila albogularis,9.7
Sporophila americana,12.0
Sporophila angolensis,13.0
Sporophila ardesiaca,10.9
Sporophila atrirostris,26.0
Sporophila beltoni,12.0
Sporophila bouvreuil,8.6
Sporophila bouvronides,9.1
Sporophila caerulescens,9.7
Sporophila castaneiventris,7.8
Sporophila cinnamomea,8.9
Sporophila collaris,13.5
Sporophila corvina,10.6
Sporophila crassirostris,20.9
Sporophila falcirostris,13.5
Sporophila fringilloides,12.7
Sporophila frontalis,19.3
Sporophila funerea,13.0
Sporophila hypochroma,9.7
Sporophila hypoxantha,10.5
Sporophila intermedia,12.1
Sporophila leucoptera,15.5
Sporophila lineola,9.8
Sporophila luctuosa,12.5
Sporophila maximiliani,24.6
Sporophila melanogaster,9.3
Sporophila minuta,7.8
Sporophila morelleti,8.7
Sporophila murallae,10.8
Sporophila nigricollis,9.6
Sporophila nigrorufa,10.8
Sporophila nuttingi,24.0
Sporophila palustris,8.2
Sporophila peruviana,12.6
Sporophila pileata,8.6
Sporophila plumbea,9.7
Sporophila ruficollis,8.6
Sporophila schistacea,12.7
Sporophila simplex,28.0
Sporophila telasco,9.6
Sporophila torqueola,8.7
Sporopipes frontalis,17.3
Sporopipes squamifrons,12.3
Stachyris grammiceps,13.0
Stachyris herberti,29.0
Stachyris humei,34.1
Stachyris leucotis,23.7
Stachyris maculata,29.2
Stachyris nigriceps,15.8
Stachyris nigricollis,26.2
Stachyris nonggangensis,29.0
Stachyris oglei,33.0
Stachyris poliocephala,23.3
Stachyris roberti,34.1
Stachyris strialata,28.0
Stachyris thoracica,12.0
Stactolaema anchietae,47.3
Stactolaema leucotis,54.9
Stactolaema olivacea,49.4
Stactolaema whytii,55.6
Stagonopleura bella,14.0
Stagonopleura guttata,17.6
Stagonopleura oculata,12.9
Staphida castaniceps,11.8
Staphida everetti,12.1
Staphida torqueola,11.8
Starnoenas cyanocephala,219.0
Steatornis caripensis,408.0
Stelgidillas gracilirostris,31.2
Stelgidopteryx ruficollis,16.1
Stelgidopteryx serripennis,15.7
Stenostira scita,5.9
Stephanoaetus coronatus,3640.0
Stephanophorus diadematus,35.4
Stephanoxis lalandi,4.0
Stephanoxis loddigesii,4.0
Stercorarius antarcticus,1650.0
Stercorarius chilensis,1367.8
Stercorarius longicaudus,287.9
Stercorarius maccormicki,1347.1
Stercorarius parasiticus,444.3
Stercorarius pomarinus,692.5
Stercorarius skua,1338.2
Sterna acuticauda,153.0
Sterna aurantia,209.0
Sterna dougallii,112.0
Sterna forsteri,149.0
Sterna hirundinacea,188.0
Sterna hirundo,129.2
Sterna paradisaea,110.0
Sterna repressa,90.0
Sterna striata,129.0
Sterna sumatrana,106.0
Sterna trudeaui,153.0
Sterna virgata,126.0
Sterna vittata,139.0
Sternoclyta cyanopectus,8.0
Sternula albifrons,57.0
Sternula antillarum,45.9
Sternula balaenarum,60.0
Sternula lorata,53.8
Sternula nereis,72.3
Sternula saundersi,42.5
Sternula superciliaris,46.4
Sterrhoptilus capitalis,14.9
Sterrhoptilus dennistouni,15.7
Sterrhoptilus nigrocapitatus,14.1
Stictonetta naevosa,903.3
Stigmatura budytoides,11.1
Stigmatura napensis,9.8
Stilpnia argyrofenges,19.0
Stilpnia cayana,18.0
Stilpnia cucullata,27.9
Stilpnia cyanicollis,17.0
Stilpnia cyanoptera,21.5
Stilpnia heinei,20.2
Stilpnia larvata,20.0
Stilpnia meyerdeschauenseei,26.0
Stilpnia nigrocincta,17.0
Stilpnia peruviana,22.2
Stilpnia phillipsi,19.9
Stilpnia preciosa,22.8
Stilpnia viridicollis,21.0
Stilpnia vitriolina,23.0
Stiltia isabella,65.5
Stiphrornis erythrothorax,15.6
Stipiturus malachurus,7.3
Stipiturus mallee,5.5
Stipiturus ruficeps,5.0
Stizoptera bichenovii,9.6
Stomiopera flava,21.4
Stomiopera unicolor,30.7
Strepera fuliginosa,375.5
Strepera graculina,298.9
Strepera versicolor,395.5
Streptocitta albertinae,248.0
Streptocitta albicollis,248.0
Streptopelia bitorquata,153.0
