scientific_name,mass_g
Streptopelia capicola,142.0
Streptopelia chinensis,159.0
Streptopelia decaocto,149.0
Streptopelia decipiens,134.0
Streptopelia dusumieri,153.0
Streptopelia hypopyrrha,162.0
Streptopelia lugens,155.0
Streptopelia orientalis,232.9
Streptopelia picturata,176.8
Streptopelia reichenowi,119.0
Streptopelia roseogrisea,155.0
Streptopelia semitorquata,176.0
Streptopelia senegalensis,82.1
Streptopelia tranquebarica,103.0
Streptopelia turtur,132.0
Streptopelia vinacea,110.0
Streptoprocne biscutata,95.8
Streptoprocne phelpsi,21.8
Streptoprocne rutila,20.2
Streptoprocne semicollaris,175.0
Streptoprocne zonaris,86.8
Stresemannia bougainvillei,24.7
Strigops habroptila,1732.1
Strix aluco,472.5
Strix butleri,219.0
Strix chacoensis,330.0
Strix davidi,780.6
Strix fulvescens,711.5
Strix hadorami,219.0
Strix hylophila,345.4
Strix leptogrammica,970.0
Strix mauritanica,472.5
Strix nebulosa,1061.9
Strix nivicolum,472.5
Strix occidentalis,586.4
Strix ocellata,1011.0
Strix rufipes,380.0
Strix sartorii,711.5
Strix seloputo,1011.0
Strix uralensis,780.6
Strix varia,711.5
Strix woodfordii,350.0
Struthidea cinerea,132.0
Struthio camelus,111000.0
Struthio molybdophanes,111000.0
Sturnella magna,91.8
Sturnella neglecta,100.1
Sturnia blythii,39.6
Sturnia erythropygia,39.6
Sturnia malabarica,39.6
Sturnia pagodarum,48.9
Sturnia sinensis,61.0
Sturnornis albofrontatus,39.6
Sturnus unicolor,83.7
Sturnus vulgaris,77.1
Sublegatus arenarum,12.3
Sublegatus modestus,14.0
Sublegatus obscurior,16.0
Sugomel nigrum,9.9
Suiriri suiriri,14.5
Sula dactylatra,1732.1
Sula granti,1732.1
Sula leucogaster,1288.8
Sula nebouxii,1520.1
Sula sula,1031.1
Sula variegata,1432.5
Surnia ulula,319.9
Surniculus dicruroides,29.7
Surniculus lugubris,29.7
Surniculus musschenbroeki,29.7
Surniculus velutinus,35.6
Suthora fulvifrons,6.4
Suthora nipalensis,5.5
Suthora verreauxi,6.0
Swynnertonia swynnertoni,16.0
Sylvia abyssinica,18.8
Sylvia atricapilla,16.7
Sylvia atriceps,18.8
Sylvia borin,18.2
Sylvia dohrni,19.3
Sylvia galinieri,21.5
Sylvia nigricapillus,29.6
Sylvietta brachyura,8.1
Sylvietta denti,8.4
Sylvietta isabellina,10.0
Sylvietta leucophrys,11.3
Sylvietta philippae,8.6
Sylvietta rufescens,11.6
Sylvietta ruficapilla,11.1
Sylvietta virens,8.4
Sylvietta whytii,9.9
Sylviorthorhynchus desmursii,10.9
Sylviorthorhynchus yanacensis,8.8
Sylviparus modestus,7.1
Syma megarhyncha,56.0
Syma torotoro,37.7
Symposiachrus axillaris,15.6
Symposiachrus barbatus,21.0
Symposiachrus boanensis,17.5
Symposiachrus brehmii,41.0
Symposiachrus browni,16.4
Symposiachrus everetti,16.4
Symposiachrus guttula,16.4
Symposiachrus infelix,16.4
Symposiachrus julianae,16.4
Symposiachrus leucurus,16.4
Symposiachrus loricatus,27.3
Symposiachrus manadensis,22.5
Symposiachrus menckei,16.4
Symposiachrus mundus,27.3
Symposiachrus rubiensis,27.3
Symposiachrus sacerdotum,37.0
Symposiachrus trivirgatus,12.7
Symposiachrus verticalis,21.7
Symposiachrus vidua,17.1
Synallaxis albescens,11.2
Synallaxis albigularis,15.4
Synallaxis albilora,14.9
Synallaxis azarae,16.9
Synallaxis beverlyae,12.8
Synallaxis brachyura,18.3
Synallaxis cabanisi,22.7
Synallaxis candei,15.3
Synallaxis castanea,15.0
Synallaxis cherriei,16.0
Synallaxis chinchipensis,10.2
Synallaxis cinerascens,13.1
Synallaxis cinerea,16.2
Synallaxis cinnamomea,18.4
Synallaxis courseni,16.8
Synallaxis erythrothorax,17.1
Synallaxis frontalis,14.0
Synallaxis fuscorufa,16.0
Synallaxis gujanensis,18.1
Synallaxis hellmayri,25.5
Synallaxis hypochondriaca,24.5
Synallaxis hypospodia,16.9
Synallaxis infuscata,18.2
Synallaxis kollari,16.0
Synallaxis macconnelli,19.5
Synallaxis maranonica,13.0
Synallaxis moesta,22.4
Synallaxis ruficapilla,13.8
Synallaxis rutilans,16.7
Synallaxis scutata,15.4
Synallaxis spixi,12.6
Synallaxis stictothorax,10.2
Synallaxis subpudica,18.3
Synallaxis tithys,15.8
Synallaxis unirufa,17.9
Synallaxis zimmeri,13.0
Syndactyla dimidiata,29.4
Syndactyla guttulata,36.0
Syndactyla roraimae,27.5
Syndactyla ruficollis,31.0
Syndactyla rufosuperciliata,25.6
Syndactyla striata,41.6
Syndactyla subalaris,28.9
Syndactyla ucayalae,49.8
Synoicus adansonii,40.4
Synoicus chinensis,40.4
Synoicus monorthonyx,401.0
Synoicus ypsilophorus,107.7
Synorhacma multistriata,37.0
Synthliboramphus antiquus,217.7
Synthliboramphus craveri,151.0
Synthliboramphus hypoleucus,167.0
Synthliboramphus scrippsi,167.0
Synthliboramphus wumizusume,198.0
Sypheotides indicus,614.3
Syrigma sibilatrix,463.0
Syrmaticus ellioti,1007.5
Syrmaticus humiae,873.4
Syrmaticus mikado,1148.7
Syrmaticus reevesii,1204.6
Syrmaticus soemmerringii,1081.7
Syrrhaptes paradoxus,256.4
Syrrhaptes tibetanus,343.7
Syrtidicola fluviatilis,14.7
Systellura decussata,45.6
Systellura longirostris,45.6
Taccocua leschenaultii,174.7
Tachornis furcata,6.5
Tachornis phoenicobia,10.2
Tachornis squamata,11.0
Tachuris rubrigastra,7.8
Tachybaptus dominicus,132.6
Tachybaptus novaehollandiae,219.0
Tachybaptus pelzelnii,184.0
Tachybaptus ruficollis,169.4
Tachycineta albilinea,16.7
Tachycineta albiventer,17.7
Tachycineta bicolor,21.2
Tachycineta cyaneoviridis,17.5
Tachycineta euchrysea,17.0
Tachycineta leucopyga,14.9
Tachycineta leucorrhoa,15.3
Tachycineta stolzmanni,11.3
Tachycineta thalassina,14.1
Tachyeres brachypterus,3450.0
Tachyeres leucocephalus,3013.0
Tachyeres patachonicus,2821.6
Tachyeres pteneres,4737.6
Tachyphonus coronatus,29.3
Tachyphonus delatrii,18.0
Tachyphonus phoenicius,21.0
Tachyphonus rufus,34.4
Tachyphonus surinamus,19.0
Tadorna cana,1182.0
Tadorna ferruginea,1235.0
Tadorna tadorna,1146.8
Tadorna tadornoides,1418.7
Tadorna variegata,1541.0
Taenioptynx brodiei,59.4
Taenioptynx sylvaticus,59.4
Taeniopygia guttata,12.0
Taeniotriccus andrei,9.5
Talaphorus chlorocercus,4.6
Talegalla cuvieri,1785.0
Talegalla fuscirostris,1314.5
Talegalla jobiensis,1478.8
Tangara arthus,22.0
Tangara callophrys,22.9
Tangara chilensis,19.8
Tangara chrysotis,24.0
Tangara cyanocephala,18.0
Tangara cyanotis,15.0
Tangara cyanoventris,16.5
Tangara desmaresti,20.4
Tangara dowii,15.0
Tangara fastuosa,25.5
Tangara florida,19.3
Tangara fucosa,21.0
Tangara gyrola,21.0
Tangara icterocephala,22.0
Tangara inornata,18.0
Tangara johannae,20.0
Tangara labradorides,15.0
Tangara lavinia,24.0
Tangara mexicana,20.5
Tangara nigroviridis,17.0
Tangara parzudakii,28.0
Tangara rufigenis,16.5
Tangara schrankii,19.0
Tangara seledon,18.7
Tangara vassorii,18.0
Tangara velia,21.0
Tangara xanthocephala,19.0
Tanygnathus gramineus,237.3
Tanygnathus lucionensis,215.0
Tanygnathus megalorynchos,325.0
Tanygnathus sumatranus,269.6
Tanysiptera carolinae,50.2
Tanysiptera danae,43.5
Tanysiptera ellioti,50.2
Tanysiptera galatea,50.0
Tanysiptera hydrocharis,33.0
Tanysiptera nigriceps,49.6
Tanysiptera nympha,57.0
Tanysiptera riedelii,63.5
Tanysiptera sylvia,49.6
Taoniscus nanus,43.0
Tapera naevia,48.4
Taphrolesbia griseiventris,8.9
Taphrospilus hypostictus,7.0
Taraba major,59.2
Tarphonomus certhioides,22.1
Tarphonomus harterti,23.9
Tarsiger chrysaeus,13.8
Tarsiger cyanurus,13.4
Tarsiger hyperythrus,12.0
Tarsiger indicus,14.6
Tarsiger johnstoniae,10.5
Tarsiger rufilatus,12.8
Tauraco bannermani,224.0
Tauraco corythaix,308.0
Tauraco erythrolophus,261.2
Tauraco fischeri,250.0
Tauraco hartlaubi,224.0
Tauraco leucolophus,219.0
Tauraco leucotis,265.0
Tauraco livingstonii,249.0
Tauraco macrorhynchus,243.7
Tauraco persa,306.0
Tauraco porphyreolophus,259.0
Tauraco ruspolii,263.0
Tauraco schalowi,206.4
Tauraco schuettii,235.0
Tchagra australis,32.3
Tchagra jamesi,27.4
Tchagra minutus,34.4
Tchagra senegalus,53.5
Tchagra tchagra,50.3
Telacanthura melanopygia,52.0
Telacanthura ussheri,32.6
Teledromas fuscus,37.9
Telespiza cantans,33.3
Telespiza ultima,24.2
Telophorus bocagei,27.0
Telophorus dohertyi,35.0
Telophorus kupeensis,34.8
Telophorus multicolor,50.9
Telophorus nigrifrons,34.8
Telophorus olivaceus,33.6
Telophorus sulfureopectus,27.1
Telophorus viridis,37.1
Telophorus zeylonus,65.0
Temnurus temnurus,138.0
Tephrodornis affinis,20.2
Tephrodornis pondicerianus,20.2
Tephrodornis sylvicola,37.8
Tephrodornis virgatus,37.8
Tephrophilus wetmorei,62.5
Tephrozosterops stalkeri,17.7
Terathopius ecaudatus,2200.0
Terenotriccus erythrurus,7.4
Terenura maculata,6.5
Terenura sicki,6.4
Teretistris fernandinae,9.9
Teretistris fornsi,9.7
Terpsiphone affinis,19.2
Terpsiphone atrocaudata,18.7
Terpsiphone atrochalybeia,12.2
Terpsiphone batesi,15.4
Terpsiphone bedfordi,15.4
Terpsiphone bourbonnensis,10.8
Terpsiphone cinnamomea,20.4
Terpsiphone corvina,18.0
Terpsiphone cyanescens,24.6
Terpsiphone incei,19.2
Terpsiphone mutata,13.2
Terpsiphone paradisi,19.2
Terpsiphone rufiventer,15.1
Terpsiphone rufocinerea,15.4
Terpsiphone viridis,13.2
Territornis albilineata,23.7
Territornis fordiana,23.7
Territornis reticulata,23.6
Tersina viridis,29.0
Tesia cyaniventer,9.7
Tesia everetti,6.3
Tesia olivea,7.0
Tesia superciliaris,7.0
Tetrao urogalloides,2752.3
Tetrao urogallus,2716.6
Tetraogallus altaicus,2760.4
Tetraogallus caspius,2508.2
Tetraogallus caucasicus,1830.8
Tetraogallus himalayensis,2428.0
Tetraogallus tibetanus,1488.9
Tetraophasis obscurus,855.4
Tetraophasis szechenyii,1053.0
Tetrastes bonasia,429.0
Tetrastes sewerzowi,267.3
Tetrax tetrax,833.5
Thalassarche bulleri,2781.5
Thalassarche cauta,3897.7
Thalassarche chlororhynchos,2128.8
Thalassarche chrysostoma,3499.0
Thalassarche eremita,3897.7
Thalassarche melanophris,3202.9
Thalassarche salvini,3897.7
Thalasseus albididorsalis,415.3
Thalasseus bengalensis,209.0
Thalasseus bergii,328.0
Thalasseus bernsteini,284.0
Thalasseus elegans,260.0
Thalasseus maximus,415.3
Thalasseus sandvicensis,199.8
Thalassoica antarctica,708.4
Thalassornis leuconotus,707.5
Thalurania colombica,4.5
Thalurania furcata,4.2
Thalurania glaucopis,4.8
Thalurania watertonii,4.6
Thamnistes anabatinus,20.7
Thamnistes rufescens,20.7
Thamnolaea cinnamomeiventris,39.8
Thamnolaea semirufa,46.7
Thamnomanes ardesiacus,17.7
Thamnomanes caesius,15.7
Thamnomanes saturninus,20.4
Thamnomanes schistogynus,17.2
Thamnophilus aethiops,25.7
Thamnophilus amazonicus,18.7
Thamnophilus ambiguus,23.4
Thamnophilus aroyae,20.0
Thamnophilus atrinucha,23.6
Thamnophilus bernardi,34.4
Thamnophilus bridgesi,27.0
Thamnophilus caerulescens,21.1
Thamnophilus cryptoleucus,27.5
Thamnophilus divisorius,22.2
Thamnophilus doliatus,27.0
Thamnophilus insignis,24.9
Thamnophilus melanonotus,25.5
Thamnophilus melanothorax,31.8
Thamnophilus multistriatus,27.5
Thamnophilus murinus,19.3
Thamnophilus nigriceps,22.9
Thamnophilus nigrocinereus,30.0
Thamnophilus palliatus,27.0
Thamnophilus pelzelni,20.9
Thamnophilus praecox,29.5
Thamnophilus punctatus,19.4
Thamnophilus ruficapillus,20.4
Thamnophilus schistaceus,20.3
Thamnophilus stictocephalus,21.5
Thamnophilus sticturus,18.2
Thamnophilus tenuepunctatus,23.3
Thamnophilus torquatus,21.1
Thamnophilus unicolor,24.2
Thamnophilus zarumae,22.8
Thamnornis chloropetoides,14.3
Thaumasius baeri,4.5
Thaumasius taczanowskii,6.4
Thaumastura cora,1.9
Thectocercus acuticaudatus,171.0
Theristicus branickii,1492.0
Theristicus caerulescens,1500.0
Theristicus caudatus,1726.0
Theristicus melanopis,1250.0
Thescelocichla leucopleura,62.1
Thinocorus orbignyianus,115.0
Thinocorus rumicivorus,53.1
Thinornis cucullatus,100.0
Thinornis novaeseelandiae,61.0
Thlypopsis fulviceps,12.0
Thlypopsis inornata,15.0
Thlypopsis ornata,12.0
Thlypopsis pectoralis,15.0
Thlypopsis pyrrhocoma,15.6
Thlypopsis ruficeps,11.0
Thlypopsis sordida,17.0
Thlypopsis superciliaris,14.0
Thraupis abbas,45.0
Thraupis cyanoptera,43.3
Thraupis episcopus,35.0
Thraupis glaucocolpa,31.6
Thraupis ornata,33.0
Thraupis palmarum,39.0
Thraupis sayaca,32.5
Threnetes leucurus,5.6
Threnetes niger,5.6
Threnetes ruckeri,5.2
Threskiornis aethiopicus,1493.2
Threskiornis bernieri,1493.2
Threskiornis melanocephalus,1303.0
Threskiornis molucca,1794.9
Threskiornis spinicollis,1346.7
Thripadectes flammulatus,55.9
Thripadectes holostictus,40.7
Thripadectes ignobilis,47.2
Thripadectes melanorhynchus,44.3
Thripadectes rufobrunneus,56.2
Thripadectes scrutator,66.3
Thripadectes virgaticeps,65.8
Thripophaga amacurensis,27.7
Thripophaga berlepschi,25.2
Thripophaga cherriei,12.8
Thripophaga fusciceps,23.0
Thripophaga macroura,27.7
Thryomanes bewickii,9.9
Thryophilus nicefori,24.9
Thryophilus pleurostictus,17.7
Thryophilus rufalbus,24.9
Thryophilus sernai,24.9
Thryophilus sinaloa,15.1
Thryorchilus browni,14.0
Thryothorus ludovicianus,19.0
Tiaris olivaceus,8.5
Tichodroma muraria,17.6
Tickellia hodgsoni,4.5
Tigriornis leucolopha,846.0
Tigrisoma fasciatum,850.0
Tigrisoma lineatum,813.0
Tigrisoma mexicanum,1154.4
Tilmatura dupontii,2.2
Timalia pileata,16.0
Timeliopsis fulvigula,18.3
Timeliopsis griseigula,32.0
Tinamotis ingoufi,950.0
Tinamotis pentlandii,650.0
Tinamus guttatus,686.2
Tinamus major,1026.2
Tinamus osgoodi,1285.0
Tinamus solitarius,1386.4
Tinamus tao,1600.1
Tityra cayana,68.1
Tityra inquisitor,43.1
Tityra semifasciata,79.3
Tmetothylacus tenellus,20.1
Tockus damarensis,210.0
Tockus deckeni,167.7
Tockus erythrorhynchus,138.6
Tockus flavirostris,216.7
Tockus jacksoni,167.7
Tockus kempi,182.0
Tockus leucomelas,188.3
Tockus monteiri,289.8
Tockus ruahae,200.0
Tockus rufirostris,150.0
Todiramphus albicilla,66.1
Todiramphus albonotatus,32.0
Todiramphus australasia,43.0
Todiramphus chloris,66.1
Todiramphus cinnamominus,62.2
Todiramphus colonus,66.1
Todiramphus diops,47.4
Todiramphus enigma,66.1
Todiramphus farquhari,38.8
Todiramphus funebris,126.0
Todiramphus gertrudae,39.0
Todiramphus godeffroyi,63.4
Todiramphus lazuli,47.4
Todiramphus leucopygius,47.9
Todiramphus macleayii,37.3
Todiramphus nigrocyaneus,54.2
Todiramphus pelewensis,62.2
Todiramphus pyrrhopygius,51.7
Todiramphus recurvirostris,53.0
Todiramphus reichenbachii,62.2
Todiramphus ruficollaris,34.9
Todiramphus sacer,66.1
Todiramphus sanctus,53.0
Todiramphus saurophagus,126.0
Todiramphus sordidus,66.1
Todiramphus tristrami,66.1
Todiramphus tutus,42.3
Todiramphus veneratus,44.5
Todiramphus winchelli,67.4
Todirostrum chrysocrotaphum,7.0
Todirostrum cinereum,6.3
Todirostrum maculatum,7.3
Todirostrum nigriceps,6.5
Todirostrum pictum,6.8
Todirostrum poliocephalum,5.6
Todirostrum viridanum,6.5
Todus angustirostris,7.5
Todus mexicanus,5.9
Todus multicolor,5.9
Todus subulatus,8.7
Todus todus,6.4
Tolmomyias assimilis,17.0
Tolmomyias flaviventris,12.2
Tolmomyias poliocephalus,10.8
Tolmomyias sulphurescens,14.3
Tolmomyias traylori,11.5
Topaza pella,12.1
Topaza pyra,12.1
Torgos tracheliotos,6969.0
Torreornis inexpectata,25.5
Touit batavicus,55.0
Touit costaricensis,80.0
Touit dilectissimus,65.0
Touit huetii,60.0
Touit melanonotus,66.5
Touit purpuratus,59.7
Touit stictopterus,78.8
Touit surdus,51.0
Toxorhamphus novaeguineae,11.8
Toxorhamphus poliopterus,11.4
Toxostoma bendirei,62.2
Toxostoma cinereum,59.0
Toxostoma crissale,62.7
Toxostoma curvirostre,80.5
Toxostoma guttatum,52.8
Toxostoma lecontei,61.9
Toxostoma longirostre,67.6
Toxostoma ocellatum,84.3
Toxostoma redivivum,84.4
Toxostoma rufum,68.8
Trachyphonus darnaudii,35.8
Trachyphonus erythrocephalus,63.5
Trachyphonus margaritatus,64.0
Trachyphonus purpuratus,76.1
Trachyphonus vaillantii,69.4
Tragopan blythii,1930.0
Tragopan caboti,1122.5
Tragopan melanocephalus,1613.2
Tragopan satyra,1417.0
Tragopan temminckii,1163.4
Tregellasia capito,13.9
Tregellasia leucops,15.6
Treron affinis,234.0
Treron apicauda,217.2
Treron aromaticus,234.0
Treron australis,229.0
Treron axillaris,234.0
Treron bicinctus,174.0
Treron calvus,197.5
Treron capellei,401.3
Treron chloropterus,234.0
Treron curvirostra,134.5
Treron floris,205.7
Treron formosae,140.0
Treron fulvicollis,167.0
Treron griseicauda,205.7
Treron griveaudi,229.0
Treron olax,77.0
Treron oxyurus,205.7
Treron pembaensis,205.7
Treron phayrei,187.0
Treron phoenicopterus,235.0
Treron pompadora,234.0
Treron psittaceus,205.7
Treron sanctithomae,205.7
Treron seimundi,157.8
Treron sieboldii,245.0
Treron sphenurus,210.0
Treron teysmannii,205.7
Treron vernans,132.0
Treron waalia,254.0
Tribonyx mortierii,1291.8
Tribonyx ventralis,386.3
Trichodere cockerelli,14.7
Trichoglossus capistratus,113.3
Trichoglossus chlorolepidotus,87.1
Trichoglossus euteles,73.7
Trichoglossus forsteni,113.3
Trichoglossus haematodus,113.3
Trichoglossus moluccanus,113.3
Trichoglossus rubiginosus,77.5
Trichoglossus rubritorquis,113.3
Trichoglossus weberi,113.3
Tricholaema diademata,30.6
Tricholaema frontata,26.8
Tricholaema hirsuta,55.2
Tricholaema lacrymosa,22.9
Tricholaema leucomelas,32.2
Tricholaema melanocephala,20.5
Tricholestes criniger,17.1
Trichothraupis melanops,22.6
Triclaria malachitacea,90.0
Trigonoceps occipitalis,3016.0
Tringa brevipes,127.0
Tringa erythropus,158.0
Tringa flavipes,77.5
Tringa glareola,62.1
Tringa guttifer,158.0
Tringa incana,108.2
Tringa melanoleuca,161.7
Tringa nebularia,187.0
Tringa ochropus,71.4
Tringa semipalmata,245.7
Tringa solitaria,48.4
Tringa stagnatilis,77.5
Tringa totanus,129.0
Trochalopteron affine,72.7
Trochalopteron austeni,59.0
Trochalopteron chrysopterum,71.7
Trochalopteron elliotii,45.0
Trochalopteron erythrocephalum,71.7
Trochalopteron formosum,94.5
Trochalopteron henrici,65.0
Trochalopteron imbricatum,40.7
Trochalopteron lineatum,40.7
Trochalopteron melanostigma,71.7
Trochalopteron milnei,79.5
Trochalopteron morrisonianum,73.1
Trochalopteron ngoclinhense,76.7
Trochalopteron peninsulae,71.7
Trochalopteron squamatum,84.0
Trochalopteron subunicolor,65.9
Trochalopteron variegatum,64.5
Trochalopteron virgatum,48.0
Trochalopteron yersini,78.6
Trochilus polytmus,4.8
Trochocercus cyanomelas,10.2
Trochocercus nitens,11.8
Troglodytes aedon,10.9
Troglodytes cobbi,19.1
Troglodytes hiemalis,8.9
Troglodytes monticola,9.0
Troglodytes ochraceus,9.4
Troglodytes pacificus,9.4
Troglodytes rufociliatus,10.0
Troglodytes rufulus,16.1
Troglodytes sissonii,7.8
Troglodytes solstitialis,11.4
Troglodytes tanneri,12.0
Troglodytes troglodytes,9.7
Trogon bairdii,94.4
Trogon caligatus,42.0
Trogon chionurus,89.7
Trogon citreolus,79.0
Trogon clathratus,130.0
Trogon collaris,65.4
Trogon comptus,114.0
Trogon curucui,54.0
Trogon elegans,70.9
Trogon massena,141.0
Trogon melanocephalus,85.1
Trogon melanurus,114.0
Trogon mesurus,114.0
Trogon mexicanus,71.0
Trogon personatus,63.4
Trogon ramonianus,43.4
Trogon rufus,53.8
Trogon surrucura,73.3
Trogon violaceus,46.5
Trogon viridis,89.7
Tropicoperdix charltonii,269.3
Tropicoperdix chloropus,250.0
Trugon terrestris,400.0
Tumbezia salvini,12.2
Tunchiornis ochraceiceps,11.6
Turacoena manadensis,208.6
Turacoena modesta,340.0
Turacoena sulaensis,208.6
Turdinus atrigularis,66.3
Turdinus macrodactylus,48.7
Turdinus marmoratus,41.0
Turdoides atripennis,85.6
Turdoides bicolor,78.3
Turdoides chapini,50.0
Turdoides gilberti,64.0
Turdoides gymnogenys,77.0
Turdoides hartlaubii,86.2
Turdoides hindei,67.6
Turdoides hypoleuca,74.0
Turdoides jardineii,78.2
Turdoides leucocephala,63.3
Turdoides leucopygia,82.4
Turdoides melanops,77.0
Turdoides nipalensis,61.0
Turdoides plebejus,62.5
Turdoides reinwardtii,78.8
Turdoides rufocinctus,47.0
Turdoides sharpei,79.3
Turdoides squamulata,69.4
Turdoides tenebrosa,76.0
Turdus abyssinicus,67.3
Turdus albicollis,54.0
Turdus albocinctus,99.4
Turdus amaurochalinus,57.9
Turdus arthuri,63.8
Turdus assimilis,70.2
Turdus atrogularis,106.0
Turdus aurantius,81.9
Turdus bewsheri,63.3
Turdus boulboul,97.1
Turdus cardis,58.9
Turdus celaenops,84.5
Turdus chiguanco,93.3
Turdus chrysolaus,65.4
Turdus dissimilis,75.0
Turdus eremita,91.0
Turdus eunomus,73.2
Turdus falcklandii,93.9
Turdus feae,71.0
Turdus flavipes,65.1
Turdus fulviventris,70.0
Turdus fumigatus,75.7
Turdus fuscater,143.0
Turdus grayi,79.5
Turdus haplochrous,84.0
Turdus hauxwelli,69.0
Turdus helleri,68.7
Turdus hortulorum,66.7
Turdus ignobilis,63.8
Turdus iliacus,61.2
Turdus infuscatus,72.4
Turdus jamaicensis,59.1
Turdus kessleri,76.3
Turdus lawrencii,72.6
Turdus leucomelas,69.1
